,round_log_date,round_departure_date,Route,Price,AL
91346,2019-07-19,2019-08-06,THRMHD,5394500,6
91350,2019-07-19,2019-08-07,MHDTHR,5200428.57142857,7
91354,2019-07-19,2019-08-07,THRMHD,5213750,8
91358,2019-07-19,2019-08-08,MHDTHR,5385333.33333333,9
91362,2019-07-19,2019-08-08,THRMHD,6155000,6
91366,2019-07-19,2019-08-09,MHDTHR,5242142.85714286,7
91370,2019-07-19,2019-08-09,THRMHD,6365166.66666667,6
91374,2019-07-19,2019-08-10,MHDTHR,5358000,7
91378,2019-07-19,2019-08-10,THRMHD,5922125,8
91382,2019-07-19,2019-08-11,MHDTHR,5272500,8
91386,2019-07-19,2019-08-11,THRMHD,6155833.33333333,6
91390,2019-07-19,2019-08-12,MHDTHR,5452625,8
91394,2019-07-19,2019-08-12,THRMHD,6316333.33333333,6
91398,2019-07-19,2019-08-13,MHDTHR,6016500,8
91402,2019-07-19,2019-08-13,THRMHD,5778500,6
91406,2019-07-19,2019-08-14,MHDTHR,5726571.42857143,7
91410,2019-07-19,2019-08-14,THRMHD,5754857.14285714,7
91414,2019-07-19,2019-08-15,MHDTHR,5562750,8
91418,2019-07-19,2019-08-15,THRMHD,6421666.66666667,6
91422,2019-07-19,2019-08-16,MHDTHR,5808857.14285714,7
91426,2019-07-19,2019-08-16,THRMHD,6005500,6
91430,2019-07-19,2019-08-17,MHDTHR,6006333.33333333,6
91434,2019-07-19,2019-08-17,THRMHD,5888833.33333333,6
91438,2019-07-19,2019-08-18,MHDTHR,5425625,8
91442,2019-07-19,2019-08-18,THRMHD,6030833.33333333,6
91446,2019-07-19,2019-08-19,MHDTHR,5596875,8
91450,2019-07-19,2019-08-19,THRMHD,6358000,6
91454,2019-07-19,2019-08-20,MHDTHR,5453833.33333333,6
91458,2019-07-19,2019-08-20,THRMHD,6062833.33333333,6
91462,2019-07-19,2019-08-21,MHDTHR,5950500,6
91466,2019-07-19,2019-08-21,THRMHD,5802285.71428571,7
91470,2019-07-19,2019-08-22,MHDTHR,5782375,8
91474,2019-07-19,2019-08-22,THRMHD,6345166.66666667,6
91478,2019-07-19,2019-08-23,MHDTHR,5798666.66666667,6
91482,2019-07-19,2019-08-23,THRMHD,5416400,5
91486,2019-07-19,2019-08-24,MHDTHR,5921500,4
91490,2019-07-19,2019-08-24,THRMHD,5546000,2
91494,2019-07-19,2019-08-25,MHDTHR,5332000,4
91498,2019-07-19,2019-08-25,THRMHD,4702750,4
91502,2019-07-19,2019-08-26,MHDTHR,4738200,5
91506,2019-07-19,2019-08-26,THRMHD,5067333.33333333,3
91510,2019-07-19,2019-08-27,MHDTHR,4973666.66666667,3
91514,2019-07-19,2019-08-27,THRMHD,5206750,4
91518,2019-07-19,2019-08-28,MHDTHR,5150000,5
91522,2019-07-19,2019-08-28,THRMHD,5230666.66666667,3
91526,2019-07-19,2019-08-29,MHDTHR,5083500,4
91530,2019-07-19,2019-08-29,THRMHD,4664500,2
91534,2019-07-19,2019-08-30,MHDTHR,4337666.66666667,3
91538,2019-07-19,2019-08-30,THRMHD,4817000,4
91542,2019-07-19,2019-08-31,MHDTHR,5520000,3
91545,2019-07-19,2019-08-31,THRMHD,5546000,2
91549,2019-07-19,2019-09-01,MHDTHR,5256800,5
91553,2019-07-19,2019-09-01,THRMHD,4702750,4
91557,2019-07-19,2019-09-02,MHDTHR,4683750,4
91561,2019-07-19,2019-09-02,THRMHD,5230666.66666667,3
91565,2019-07-19,2019-09-03,MHDTHR,5206750,4
91569,2019-07-19,2019-09-03,THRMHD,4969250,4
91573,2019-07-19,2019-09-04,MHDTHR,4780666.66666667,3
91577,2019-07-19,2019-09-04,THRMHD,5742000,3
91581,2019-07-19,2019-09-05,MHDTHR,5083500,4
91585,2019-07-19,2019-09-05,THRMHD,6051666.66666667,3
91589,2019-07-19,2019-09-06,MHDTHR,4476666.66666667,3
91593,2019-07-19,2019-09-06,THRMHD,5771250,4
91597,2019-07-19,2019-09-07,MHDTHR,5300500,4
91600,2019-07-19,2019-09-07,THRMHD,6079500,2
91604,2019-07-19,2019-09-08,MHDTHR,5198500,4
91608,2019-07-19,2019-09-08,THRMHD,5377750,4
91612,2019-07-19,2019-09-09,MHDTHR,5128200,5
91615,2019-07-19,2019-09-09,THRMHD,5564000,3
91619,2019-07-19,2019-09-10,MHDTHR,4973666.66666667,3
91622,2019-07-19,2019-09-10,THRMHD,5456750,4
91626,2019-07-19,2019-09-11,MHDTHR,5150000,5
91630,2019-07-19,2019-09-11,THRMHD,5814000,3
91634,2019-07-19,2019-09-12,MHDTHR,5571000,4
91638,2019-07-19,2019-09-12,THRMHD,5623666.66666667,3
91641,2019-07-19,2019-09-13,MHDTHR,3804666.66666667,3
91645,2019-07-19,2019-09-13,THRMHD,4798750,4
91648,2019-07-19,2019-09-14,MHDTHR,5342333.33333333,3
91652,2019-07-19,2019-09-14,THRMHD,5546000,2
91656,2019-07-19,2019-09-15,MHDTHR,5248000,5
91659,2019-07-19,2019-09-15,THRMHD,4817750,4
91663,2019-07-19,2019-09-16,MHDTHR,4717000,4
91666,2019-07-19,2019-09-16,THRMHD,5564000,3
91669,2019-07-19,2019-09-17,MHDTHR,5217750,4
91672,2019-07-19,2019-09-17,THRMHD,5206750,4
91675,2019-07-19,2019-09-18,MHDTHR,5230666.66666667,3
91678,2019-07-19,2019-09-18,THRMHD,5230666.66666667,3
91682,2019-07-19,2019-09-19,MHDTHR,4983500,4
91685,2019-07-19,2019-09-19,THRMHD,5623666.66666667,3
91689,2019-07-19,2019-09-20,MHDTHR,4160000,3
91692,2019-07-19,2019-09-20,THRMHD,5225500,4
91695,2019-07-19,2019-09-21,MHDTHR,5788000,4
91699,2019-07-19,2019-09-21,THRMHD,5546000,2
91702,2019-07-19,2019-09-22,MHDTHR,5083500,4
91706,2019-07-19,2019-09-22,THRMHD,4969250,4
91709,2019-07-19,2019-09-23,MHDTHR,5410000,4
91712,2019-07-19,2019-09-23,THRMHD,5546000,2
91716,2019-07-19,2019-09-24,MHDTHR,5635500,2
91719,2019-07-19,2019-09-24,THRMHD,5635500,2
91722,2019-07-19,2019-09-25,MHDTHR,5561333.33333333,3
91725,2019-07-19,2019-09-25,THRMHD,5813000,2
91728,2019-07-19,2019-09-26,MHDTHR,5561333.33333333,3
91731,2019-07-19,2019-09-26,THRMHD,5679000,1
91735,2019-07-19,2019-09-27,MHDTHR,4415000,2
91738,2019-07-19,2019-09-27,THRMHD,4850666.66666667,3
91740,2019-07-19,2019-09-28,MHDTHR,5980000,2
91743,2019-07-19,2019-09-28,THRMHD,5546000,2
91747,2019-07-19,2019-09-29,MHDTHR,5561333.33333333,3
91750,2019-07-19,2019-09-29,THRMHD,5102500,2
91753,2019-07-19,2019-09-30,MHDTHR,5028333.33333333,3
91755,2019-07-19,2019-09-30,THRMHD,5546000,2
91759,2019-07-19,2019-10-01,MHDTHR,5902500,2
91763,2019-07-19,2019-10-01,THRMHD,5102500,2
91768,2019-07-19,2019-10-02,THRMHD,4746500,2
91771,2019-07-19,2019-10-03,MHDTHR,3547000,1
91774,2019-07-19,2019-10-03,THRMHD,5102500,2
91777,2019-07-19,2019-10-04,MHDTHR,4080000,1
91780,2019-07-19,2019-10-04,THRMHD,4850666.66666667,3
91782,2019-07-19,2019-10-05,MHDTHR,5140000,3
91785,2019-07-19,2019-10-05,THRMHD,5013000,2
91787,2019-07-19,2019-10-06,MHDTHR,5028333.33333333,3
91790,2019-07-19,2019-10-06,THRMHD,5102500,2
91794,2019-07-19,2019-10-07,THRMHD,5546000,2
91799,2019-07-19,2019-10-08,THRMHD,4613000,1
91803,2019-07-19,2019-10-09,THRMHD,4746500,2
91808,2019-07-19,2019-10-10,THRMHD,5102500,2
91811,2019-07-19,2019-10-11,THRMHD,5102500,2
91814,2019-07-19,2019-10-12,MHDTHR,3547000,1
91816,2019-07-19,2019-10-12,THRMHD,5013000,2
91819,2019-07-19,2019-10-13,MHDTHR,4746500,2
91822,2019-07-19,2019-10-13,THRMHD,5102500,2
91824,2019-07-19,2019-10-14,MHDTHR,4850666.66666667,3
91826,2019-07-19,2019-10-14,THRMHD,5013000,2
91828,2019-07-19,2019-10-15,MHDTHR,4836000,2
91831,2019-07-19,2019-10-15,THRMHD,5102500,2
91834,2019-07-19,2019-10-16,MHDTHR,4480000,2
91837,2019-07-19,2019-10-16,THRMHD,4746500,2
91840,2019-07-19,2019-10-17,MHDTHR,5028333.33333333,3
91843,2019-07-19,2019-10-17,THRMHD,5102500,2
91846,2019-07-19,2019-10-18,MHDTHR,5146000,1
91851,2019-07-19,2019-10-19,MHDTHR,5317666.66666667,3
91863,2019-07-19,2019-10-22,THRMHD,5592000,1
91866,2019-07-19,2019-10-23,MHDTHR,4326333.33333333,3
91868,2019-07-19,2019-10-23,THRMHD,5447000,2
91872,2019-07-19,2019-10-24,MHDTHR,4746500,2
91875,2019-07-19,2019-10-24,THRMHD,5102500,2
91878,2019-07-19,2019-10-25,THRMHD,5028333.33333333,3
91883,2019-07-19,2019-10-26,THRMHD,5279500,2
91888,2019-07-19,2019-10-28,THRMHD,5413000,1
92119,2019-07-20,2019-07-20,MHDTHR,5793714.28571429,7
92123,2019-07-20,2019-07-20,THRMHD,3765285.71428571,7
92127,2019-07-20,2019-07-21,MHDTHR,4129083.33333333,12
92131,2019-07-20,2019-07-21,THRMHD,3643600,10
92135,2019-07-20,2019-07-22,MHDTHR,4547818.18181818,11
92139,2019-07-20,2019-07-22,THRMHD,4295100,10
92143,2019-07-20,2019-07-23,MHDTHR,4182300,10
92147,2019-07-20,2019-07-23,THRMHD,4754090.90909091,11
92151,2019-07-20,2019-07-24,MHDTHR,4217818.18181818,11
92155,2019-07-20,2019-07-24,THRMHD,5830833.33333333,12
92159,2019-07-20,2019-07-25,MHDTHR,4181000,12
92163,2019-07-20,2019-07-25,THRMHD,6326900,10
92167,2019-07-20,2019-07-26,MHDTHR,4496400,10
92171,2019-07-20,2019-07-26,THRMHD,5340750,12
92175,2019-07-20,2019-07-27,MHDTHR,5775545.45454545,11
92179,2019-07-20,2019-07-27,THRMHD,4774727.27272727,11
92183,2019-07-20,2019-07-28,MHDTHR,5682583.33333333,12
92187,2019-07-20,2019-07-28,THRMHD,4635800,10
92191,2019-07-20,2019-07-29,MHDTHR,5523700,10
92195,2019-07-20,2019-07-29,THRMHD,5006111.11111111,9
92199,2019-07-20,2019-07-30,MHDTHR,4901666.66666667,9
92203,2019-07-20,2019-07-30,THRMHD,4713500,10
92207,2019-07-20,2019-07-31,MHDTHR,4370900,10
92211,2019-07-20,2019-07-31,THRMHD,5189400,10
92215,2019-07-20,2019-08-01,MHDTHR,4568166.66666667,12
92219,2019-07-20,2019-08-01,THRMHD,5543454.54545455,11
92223,2019-07-20,2019-08-02,MHDTHR,4815600,10
92227,2019-07-20,2019-08-02,THRMHD,5351181.81818182,11
92231,2019-07-20,2019-08-03,MHDTHR,5486111.11111111,9
92235,2019-07-20,2019-08-03,THRMHD,5712000,8
92239,2019-07-20,2019-08-04,MHDTHR,5314500,10
92243,2019-07-20,2019-08-04,THRMHD,5349555.55555556,9
92247,2019-07-20,2019-08-05,MHDTHR,5383300,10
92251,2019-07-20,2019-08-05,THRMHD,5677285.71428571,7
92255,2019-07-20,2019-08-06,MHDTHR,5278750,8
92259,2019-07-20,2019-08-06,THRMHD,5561000,9
92263,2019-07-20,2019-08-07,MHDTHR,5077666.66666667,9
92267,2019-07-20,2019-08-07,THRMHD,5611777.77777778,9
92271,2019-07-20,2019-08-08,MHDTHR,5266400,10
92275,2019-07-20,2019-08-08,THRMHD,6129250,8
92279,2019-07-20,2019-08-09,MHDTHR,5444125,8
92283,2019-07-20,2019-08-09,THRMHD,5991181.81818182,11
92287,2019-07-20,2019-08-10,MHDTHR,5366888.88888889,9
92291,2019-07-20,2019-08-10,THRMHD,6140444.44444444,9
92295,2019-07-20,2019-08-11,MHDTHR,5326800,10
92299,2019-07-20,2019-08-11,THRMHD,6166375,8
92303,2019-07-20,2019-08-12,MHDTHR,5437222.22222222,9
92307,2019-07-20,2019-08-12,THRMHD,6256571.42857143,7
92311,2019-07-20,2019-08-13,MHDTHR,6154000,8
92315,2019-07-20,2019-08-13,THRMHD,5785000,9
92319,2019-07-20,2019-08-14,MHDTHR,5686888.88888889,9
92323,2019-07-20,2019-08-14,THRMHD,5660250,8
92327,2019-07-20,2019-08-15,MHDTHR,5468444.44444444,9
92331,2019-07-20,2019-08-15,THRMHD,6305142.85714286,7
92335,2019-07-20,2019-08-16,MHDTHR,5632500,8
92339,2019-07-20,2019-08-16,THRMHD,5925222.22222222,9
92343,2019-07-20,2019-08-17,MHDTHR,5890857.14285714,7
92347,2019-07-20,2019-08-17,THRMHD,5728625,8
92351,2019-07-20,2019-08-18,MHDTHR,5510100,10
92355,2019-07-20,2019-08-18,THRMHD,6172625,8
92359,2019-07-20,2019-08-19,MHDTHR,5794875,8
92363,2019-07-20,2019-08-19,THRMHD,6163714.28571429,7
92367,2019-07-20,2019-08-20,MHDTHR,5552375,8
92371,2019-07-20,2019-08-20,THRMHD,5996777.77777778,9
92375,2019-07-20,2019-08-21,MHDTHR,5711000,7
92379,2019-07-20,2019-08-21,THRMHD,5914250,8
92383,2019-07-20,2019-08-22,MHDTHR,5850777.77777778,9
92387,2019-07-20,2019-08-22,THRMHD,6267000,7
92391,2019-07-20,2019-08-23,MHDTHR,5748666.66666667,6
92395,2019-07-20,2019-08-23,THRMHD,5709500,8
92399,2019-07-20,2019-08-24,MHDTHR,6216800,5
92403,2019-07-20,2019-08-24,THRMHD,6163333.33333333,3
92407,2019-07-20,2019-08-25,MHDTHR,5745200,5
92411,2019-07-20,2019-08-25,THRMHD,5241800,5
92415,2019-07-20,2019-08-26,MHDTHR,5181500,6
92419,2019-07-20,2019-08-26,THRMHD,5650000,4
92423,2019-07-20,2019-08-27,MHDTHR,5579750,4
92427,2019-07-20,2019-08-27,THRMHD,5645000,5
92431,2019-07-20,2019-08-28,MHDTHR,5524666.66666667,6
92435,2019-07-20,2019-08-28,THRMHD,5772500,4
92439,2019-07-20,2019-08-29,MHDTHR,5546400,5
92443,2019-07-20,2019-08-29,THRMHD,5575666.66666667,3
92447,2019-07-20,2019-08-30,MHDTHR,5102750,4
92451,2019-07-20,2019-08-30,THRMHD,5333200,5
92454,2019-07-20,2019-08-31,MHDTHR,5989500,4
92458,2019-07-20,2019-08-31,THRMHD,6163333.33333333,3
92462,2019-07-20,2019-09-01,MHDTHR,5613666.66666667,6
92466,2019-07-20,2019-09-01,THRMHD,5241800,5
92469,2019-07-20,2019-09-02,MHDTHR,5226600,5
92472,2019-07-20,2019-09-02,THRMHD,5772500,4
92475,2019-07-20,2019-09-03,MHDTHR,5645000,5
92478,2019-07-20,2019-09-03,THRMHD,5455000,5
92482,2019-07-20,2019-09-04,MHDTHR,5435000,4
92486,2019-07-20,2019-09-04,THRMHD,6156000,4
92489,2019-07-20,2019-09-05,MHDTHR,5546400,5
92492,2019-07-20,2019-09-05,THRMHD,6388250,4
92495,2019-07-20,2019-09-06,MHDTHR,5207000,4
92498,2019-07-20,2019-09-06,THRMHD,6096600,5
92502,2019-07-20,2019-09-07,MHDTHR,5720000,5
92506,2019-07-20,2019-09-07,THRMHD,6519000,3
92509,2019-07-20,2019-09-08,MHDTHR,5638400,5
92513,2019-07-20,2019-09-08,THRMHD,5781800,5
92517,2019-07-20,2019-09-09,MHDTHR,5648142.85714286,7
92521,2019-07-20,2019-09-09,THRMHD,6117600,5
92524,2019-07-20,2019-09-10,MHDTHR,5579750,4
92527,2019-07-20,2019-09-10,THRMHD,5845000,5
92531,2019-07-20,2019-09-11,MHDTHR,5524666.66666667,6
92534,2019-07-20,2019-09-11,THRMHD,6210000,4
92537,2019-07-20,2019-09-12,MHDTHR,5936400,5
92539,2019-07-20,2019-09-12,THRMHD,6067250,4
92542,2019-07-20,2019-09-13,MHDTHR,4703000,4
92544,2019-07-20,2019-09-13,THRMHD,5318600,5
92547,2019-07-20,2019-09-14,MHDTHR,5856250,4
92551,2019-07-20,2019-09-14,THRMHD,6163333.33333333,3
92554,2019-07-20,2019-09-15,MHDTHR,5606333.33333333,6
92557,2019-07-20,2019-09-15,THRMHD,5333800,5
92560,2019-07-20,2019-09-16,MHDTHR,5253200,5
92563,2019-07-20,2019-09-16,THRMHD,6022500,4
92566,2019-07-20,2019-09-17,MHDTHR,5982000,3
92569,2019-07-20,2019-09-17,THRMHD,5645000,5
92572,2019-07-20,2019-09-18,MHDTHR,5772500,4
92576,2019-07-20,2019-09-18,THRMHD,5772500,4
92579,2019-07-20,2019-09-19,MHDTHR,5466400,5
92581,2019-07-20,2019-09-19,THRMHD,6067250,4
92584,2019-07-20,2019-09-20,MHDTHR,4969500,4
92586,2019-07-20,2019-09-20,THRMHD,5660000,5
92590,2019-07-20,2019-09-21,MHDTHR,6110000,5
92593,2019-07-20,2019-09-21,THRMHD,6163333.33333333,3
92596,2019-07-20,2019-09-22,MHDTHR,5546400,5
92599,2019-07-20,2019-09-22,THRMHD,5455000,5
92601,2019-07-20,2019-09-23,MHDTHR,5807600,5
92604,2019-07-20,2019-09-23,THRMHD,5546000,2
92606,2019-07-20,2019-09-24,MHDTHR,5635500,2
92609,2019-07-20,2019-09-24,THRMHD,5635500,2
92611,2019-07-20,2019-09-25,MHDTHR,5561333.33333333,3
92613,2019-07-20,2019-09-25,THRMHD,5546000,2
92615,2019-07-20,2019-09-26,MHDTHR,5561333.33333333,3
92617,2019-07-20,2019-09-26,THRMHD,5635500,2
92619,2019-07-20,2019-09-27,MHDTHR,5146000,1
92621,2019-07-20,2019-09-27,THRMHD,4850666.66666667,3
92624,2019-07-20,2019-09-28,MHDTHR,5980000,2
92627,2019-07-20,2019-09-28,THRMHD,5546000,2
92629,2019-07-20,2019-09-29,MHDTHR,5561333.33333333,3
92631,2019-07-20,2019-09-29,THRMHD,5102500,2
92633,2019-07-20,2019-09-30,MHDTHR,5028333.33333333,3
92635,2019-07-20,2019-09-30,THRMHD,6079500,2
92637,2019-07-20,2019-10-01,MHDTHR,5902500,2
92638,2019-07-20,2019-10-01,THRMHD,5102500,2
92641,2019-07-20,2019-10-02,MHDTHR,3547000,1
92643,2019-07-20,2019-10-02,THRMHD,4746500,2
92645,2019-07-20,2019-10-03,MHDTHR,5028333.33333333,3
92647,2019-07-20,2019-10-03,THRMHD,5102500,2
92649,2019-07-20,2019-10-04,MHDTHR,4415000,2
92651,2019-07-20,2019-10-04,THRMHD,4850666.66666667,3
92654,2019-07-20,2019-10-05,MHDTHR,5140000,3
92656,2019-07-20,2019-10-05,THRMHD,5013000,2
92658,2019-07-20,2019-10-06,MHDTHR,5028333.33333333,3
92660,2019-07-20,2019-10-06,THRMHD,5102500,2
92662,2019-07-20,2019-10-07,MHDTHR,4850666.66666667,3
92664,2019-07-20,2019-10-07,THRMHD,5013000,2
92666,2019-07-20,2019-10-08,MHDTHR,4836000,2
92667,2019-07-20,2019-10-08,THRMHD,5102500,2
92669,2019-07-20,2019-10-09,MHDTHR,4850666.66666667,3
92672,2019-07-20,2019-10-09,THRMHD,4746500,2
92674,2019-07-20,2019-10-10,MHDTHR,3547000,1
92676,2019-07-20,2019-10-10,THRMHD,5102500,2
92678,2019-07-20,2019-10-11,MHDTHR,3882000,2
92679,2019-07-20,2019-10-11,THRMHD,4850666.66666667,3
92682,2019-07-20,2019-10-12,MHDTHR,5180500,2
92683,2019-07-20,2019-10-12,THRMHD,5013000,2
92685,2019-07-20,2019-10-13,THRMHD,5102500,2
92688,2019-07-20,2019-10-14,THRMHD,5013000,2
92690,2019-07-20,2019-10-15,MHDTHR,5592000,1
92691,2019-07-20,2019-10-15,THRMHD,5102500,2
92693,2019-07-20,2019-10-16,MHDTHR,4480000,2
92695,2019-07-20,2019-10-16,THRMHD,4746500,2
92697,2019-07-20,2019-10-17,THRMHD,5102500,2
92700,2019-07-20,2019-10-18,MHDTHR,5146000,1
92701,2019-07-20,2019-10-18,THRMHD,4850666.66666667,3
92703,2019-07-20,2019-10-19,MHDTHR,5140000,3
92704,2019-07-20,2019-10-19,THRMHD,5013000,2
92706,2019-07-20,2019-10-20,MHDTHR,5028333.33333333,3
92708,2019-07-20,2019-10-20,THRMHD,5102500,2
92710,2019-07-20,2019-10-21,THRMHD,4613000,1
92713,2019-07-20,2019-10-22,THRMHD,3783000,2
92716,2019-07-20,2019-10-23,MHDTHR,3547000,1
92718,2019-07-20,2019-10-23,THRMHD,4746500,2
92721,2019-07-20,2019-10-24,MHDTHR,5028333.33333333,3
92723,2019-07-20,2019-10-24,THRMHD,5102500,2
92725,2019-07-20,2019-10-25,THRMHD,5028333.33333333,3
92729,2019-07-20,2019-10-26,THRMHD,5013000,2
92730,2019-07-20,2019-10-27,THRMHD,5369000,2
92731,2019-07-20,2019-10-28,THRMHD,5413000,1
92732,2019-07-21,2019-07-20,MHDTHR,6048000,1
92734,2019-07-21,2019-07-21,MHDTHR,4105583.33333333,12
92738,2019-07-21,2019-07-21,THRMHD,3878750,12
92742,2019-07-21,2019-07-22,MHDTHR,4342500,12
92746,2019-07-21,2019-07-22,THRMHD,4180090.90909091,11
92750,2019-07-21,2019-07-23,MHDTHR,3720363.63636364,11
92754,2019-07-21,2019-07-23,THRMHD,4638416.66666667,12
92758,2019-07-21,2019-07-24,MHDTHR,4016000,12
92762,2019-07-21,2019-07-24,THRMHD,5521571.42857143,14
92766,2019-07-21,2019-07-25,MHDTHR,3451307.69230769,13
92770,2019-07-21,2019-07-25,THRMHD,5808500,12
92774,2019-07-21,2019-07-26,MHDTHR,3858363.63636364,11
92778,2019-07-21,2019-07-26,THRMHD,4914000,13
92782,2019-07-21,2019-07-27,MHDTHR,5153538.46153846,13
92786,2019-07-21,2019-07-27,THRMHD,4403916.66666667,12
92790,2019-07-21,2019-07-28,MHDTHR,5542923.07692308,13
92794,2019-07-21,2019-07-28,THRMHD,4171200,10
92798,2019-07-21,2019-07-29,MHDTHR,5144250,12
92802,2019-07-21,2019-07-29,THRMHD,4331561,10
92806,2019-07-21,2019-07-30,MHDTHR,4714100,10
92810,2019-07-21,2019-07-30,THRMHD,4174636.36363636,11
92814,2019-07-21,2019-07-31,MHDTHR,4338083.33333333,12
92818,2019-07-21,2019-07-31,THRMHD,4861885.83333333,12
92822,2019-07-21,2019-08-01,MHDTHR,4413615.38461539,13
92826,2019-07-21,2019-08-01,THRMHD,5156885.83333333,12
92830,2019-07-21,2019-08-02,MHDTHR,4457545.45454545,11
92834,2019-07-21,2019-08-02,THRMHD,4808416.66666667,12
92838,2019-07-21,2019-08-03,MHDTHR,5181000,9
92842,2019-07-21,2019-08-03,THRMHD,4781100,10
92846,2019-07-21,2019-08-04,MHDTHR,4991727.27272727,11
92850,2019-07-21,2019-08-04,THRMHD,4896111.11111111,9
92854,2019-07-21,2019-08-05,MHDTHR,4992090.90909091,11
92858,2019-07-21,2019-08-05,THRMHD,5038888.88888889,9
92862,2019-07-21,2019-08-06,MHDTHR,4816666.66666667,9
92866,2019-07-21,2019-08-06,THRMHD,5280400,10
92870,2019-07-21,2019-08-07,MHDTHR,4691800,10
92874,2019-07-21,2019-08-07,THRMHD,5080181.81818182,11
92878,2019-07-21,2019-08-08,MHDTHR,4648583.33333333,12
92882,2019-07-21,2019-08-08,THRMHD,5616111.11111111,9
92886,2019-07-21,2019-08-09,MHDTHR,4978111.11111111,9
92890,2019-07-21,2019-08-09,THRMHD,5801416.66666667,12
92894,2019-07-21,2019-08-10,MHDTHR,5133777.77777778,9
92898,2019-07-21,2019-08-10,THRMHD,5871354,10
92902,2019-07-21,2019-08-11,MHDTHR,4901000,11
92906,2019-07-21,2019-08-11,THRMHD,5947888.88888889,9
92910,2019-07-21,2019-08-12,MHDTHR,5122500,10
92914,2019-07-21,2019-08-12,THRMHD,5776555.55555556,9
92918,2019-07-21,2019-08-13,MHDTHR,5858222.22222222,9
92922,2019-07-21,2019-08-13,THRMHD,5442100,10
92926,2019-07-21,2019-08-14,MHDTHR,5475600,10
92930,2019-07-21,2019-08-14,THRMHD,5228900,10
92934,2019-07-21,2019-08-15,MHDTHR,5330000,11
92938,2019-07-21,2019-08-15,THRMHD,5848222.22222222,9
92942,2019-07-21,2019-08-16,MHDTHR,5395555.55555556,9
92946,2019-07-21,2019-08-16,THRMHD,5711363.63636364,11
92950,2019-07-21,2019-08-17,MHDTHR,5526000,9
92954,2019-07-21,2019-08-17,THRMHD,5581000,9
92958,2019-07-21,2019-08-18,MHDTHR,5267545.45454545,11
92962,2019-07-21,2019-08-18,THRMHD,5920111.11111111,9
92966,2019-07-21,2019-08-19,MHDTHR,5422200,10
92970,2019-07-21,2019-08-19,THRMHD,5804000,9
92974,2019-07-21,2019-08-20,MHDTHR,5291000,9
92978,2019-07-21,2019-08-20,THRMHD,5886300,10
92982,2019-07-21,2019-08-21,MHDTHR,5607888.88888889,9
92986,2019-07-21,2019-08-21,THRMHD,5531200,10
92990,2019-07-21,2019-08-22,MHDTHR,5480636.36363636,11
92994,2019-07-21,2019-08-22,THRMHD,5796333.33333333,9
92998,2019-07-21,2019-08-23,MHDTHR,5398857.14285714,7
93002,2019-07-21,2019-08-23,THRMHD,5325111.11111111,9
93006,2019-07-21,2019-08-24,MHDTHR,5697200,5
93010,2019-07-21,2019-08-24,THRMHD,5330666.66666667,3
93014,2019-07-21,2019-08-25,MHDTHR,5303600,5
93018,2019-07-21,2019-08-25,THRMHD,4662200,5
93022,2019-07-21,2019-08-26,MHDTHR,4615166.66666667,6
93026,2019-07-21,2019-08-26,THRMHD,5000500,4
93030,2019-07-21,2019-08-27,MHDTHR,4855250,4
93034,2019-07-21,2019-08-27,THRMHD,5105400,5
93038,2019-07-21,2019-08-28,MHDTHR,5091666.66666667,6
93042,2019-07-21,2019-08-28,THRMHD,5123000,4
93046,2019-07-21,2019-08-29,MHDTHR,4966800,5
93050,2019-07-21,2019-08-29,THRMHD,4676333.33333333,3
93054,2019-07-21,2019-08-30,MHDTHR,4328250,4
93058,2019-07-21,2019-08-30,THRMHD,4653600,5
93062,2019-07-21,2019-08-31,MHDTHR,5315000,4
93066,2019-07-21,2019-08-31,THRMHD,5264000,3
93070,2019-07-21,2019-09-01,MHDTHR,5147333.33333333,6
93074,2019-07-21,2019-09-01,THRMHD,4642200,5
93078,2019-07-21,2019-09-02,MHDTHR,4587000,5
93082,2019-07-21,2019-09-02,THRMHD,5148000,4
93086,2019-07-21,2019-09-03,MHDTHR,5165400,5
93090,2019-07-21,2019-09-03,THRMHD,4975400,5
93094,2019-07-21,2019-09-04,MHDTHR,4835500,4
93098,2019-07-21,2019-09-04,THRMHD,5556500,4
93102,2019-07-21,2019-09-05,MHDTHR,5066800,5
93106,2019-07-21,2019-09-05,THRMHD,6265750,4
93110,2019-07-21,2019-09-06,MHDTHR,4607500,4
93114,2019-07-21,2019-09-06,THRMHD,5617000,5
93118,2019-07-21,2019-09-07,MHDTHR,5240400,5
93122,2019-07-21,2019-09-07,THRMHD,5719666.66666667,3
93126,2019-07-21,2019-09-08,MHDTHR,5158800,5
93130,2019-07-21,2019-09-08,THRMHD,5302200,5
93134,2019-07-21,2019-09-09,MHDTHR,5106833.33333333,6
93138,2019-07-21,2019-09-09,THRMHD,5423000,4
93142,2019-07-21,2019-09-10,MHDTHR,4980250,4
93146,2019-07-21,2019-09-10,THRMHD,5365400,5
93150,2019-07-21,2019-09-11,MHDTHR,5108333.33333333,6
93154,2019-07-21,2019-09-11,THRMHD,5560500,4
93158,2019-07-21,2019-09-12,MHDTHR,5416800,5
93161,2019-07-21,2019-09-12,THRMHD,5417750,4
93164,2019-07-21,2019-09-13,MHDTHR,4053500,4
93168,2019-07-21,2019-09-13,THRMHD,4707000,5
